number,status,codeshareStatus,isCargo,scheduled_utc,revised_utc,gate,dest_iata,dest_name,dest_country,airline_name,airline_iata,aircraft_model,delay_min,is_outlier,dep_hour,dep_dow,dep_month,is_weekend,route,route_avg_delay,aircraft_family
LX 2150,Departed,IsOperator,False,2025-12-14 14:35:00+00:00,2025-12-14 14:30:00+00:00,B38,PMI,Palma De Mallorca,es,SWISS,LX,Airbus A321 NEO,-5.0,False,14,6,12,1,PMI,10.341603053435115,Narrow-body
LX 324,Departed,IsOperator,False,2025-12-14 14:30:00+00:00,2025-12-14 14:30:00+00:00,D43,LHR,London,gb,SWISS,LX,Airbus A320 NEO,0.0,False,14,6,12,1,LHR,6.634457611668186,Narrow-body
QR 96,Departed,IsOperator,False,2025-12-14 14:40:00+00:00,2025-12-14 14:40:00+00:00,E57,DOH,Doha,qa,Qatar,QR,Airbus A350-900,0.0,False,14,6,12,1,DOH,3.429411764705882,Wide-body
RJ 154,Departed,IsOperator,False,2025-12-14 13:55:00+00:00,2025-12-14 14:40:00+00:00,D41,AMM,Amman,jo,Royal Jordanian,RJ,Embraer 195,45.0,True,13,6,12,1,AMM,9.324324324324325,Regional
EW 9763,Departed,IsOperator,False,2025-12-14 14:50:00+00:00,2025-12-14 14:50:00+00:00,A84,DUS,Düsseldorf,de,Eurowings,EW,Airbus A320,0.0,False,14,6,12,1,DUS,7.166666666666667,Narrow-body
BA 8766,Departed,IsOperator,False,2025-12-14 14:45:00+00:00,2025-12-14 14:55:00+00:00,E52,LCY,London,gb,British,BA,Embraer 190,10.0,False,14,6,12,1,LCY,6.680981595092025,Regional
FJO 51,Departed,IsOperator,False,2025-12-14 14:50:00+00:00,2025-12-14 15:00:00+00:00,Unknown,OXF,Kidlington,gb,Unknown/Private owner,Unknown,Embraer Emb-550 Praetor 600,10.0,False,14,6,12,1,OXF,-6.666666666666667,Regional
FJO 51Z,Departed,IsOperator,False,2025-12-14 15:10:00+00:00,2025-12-14 15:10:00+00:00,Unknown,Unknown,Unknown,Unknown,FJO,Unknown,Embraer Legacy 500,0.0,False,15,6,12,1,Unknown,1.31237721021611,Regional
FB 492,Departed,IsOperator,False,2025-12-14 15:30:00+00:00,2025-12-14 15:25:00+00:00,A64,SOF,Sofia,bg,Bulgaria Air,FB,Airbus A220-100,-5.0,False,15,6,12,1,SOF,6.219512195121951,Narrow-body
LX 464,Departed,IsOperator,False,2025-12-14 15:25:00+00:00,2025-12-14 15:25:00+00:00,D51,LCY,London,gb,SWISS,LX,Embraer 195,0.0,False,15,6,12,1,LCY,6.680981595092025,Regional
LX 1058,Departed,IsOperator,False,2025-12-14 15:25:00+00:00,2025-12-14 15:25:00+00:00,A86,HAM,Hamburg,de,SWISS,LX,Airbus A321,0.0,False,15,6,12,1,HAM,6.9766355140186915,Narrow-body
LX 970,Departed,IsOperator,False,2025-12-14 15:25:00+00:00,2025-12-14 15:25:00+00:00,A51,BER,Berlin,de,SWISS,LX,Airbus A220-300,0.0,False,15,6,12,1,BER,7.192926045016077,Narrow-body
LX 404,Departed,IsOperator,False,2025-12-14 15:25:00+00:00,2025-12-14 15:30:00+00:00,D35,DUB,Dublin,ie,SWISS,LX,Airbus A320 NEO,5.0,False,15,6,12,1,DUB,9.088339222614842,Narrow-body
EW 7763,Departed,IsOperator,False,2025-12-14 14:45:00+00:00,2025-12-14 15:30:00+00:00,A82,HAM,Hamburg,de,Eurowings,EW,Airbus A319,45.0,True,14,6,12,1,HAM,6.9766355140186915,Narrow-body
LX 918,Departed,IsOperator,False,2025-12-14 15:30:00+00:00,2025-12-14 15:30:00+00:00,A74,DRS,Dresden,de,SWISS,LX,Airbus A220-300,0.0,False,15,6,12,1,DRS,6.075949367088608,Narrow-body
BA 717,Departed,IsOperator,False,2025-12-14 15:30:00+00:00,2025-12-14 15:30:00+00:00,E46,LHR,London,gb,British,BA,Airbus A320 NEO,0.0,False,15,6,12,1,LHR,6.634457611668186,Narrow-body
LX 1074,Departed,IsOperator,False,2025-12-14 15:45:00+00:00,2025-12-14 15:40:00+00:00,B08,FRA,Frankfurt-am-Main,de,SWISS,LX,Embraer 190,-5.0,False,15,6,12,1,FRA,7.53932584269663,Regional
LX 2032,Departed,IsOperator,False,2025-12-14 15:20:00+00:00,2025-12-14 15:40:00+00:00,A66,MAD,Madrid,es,SWISS,LX,Airbus A321 NEO,20.0,False,15,6,12,1,MAD,8.555555555555555,Narrow-body
DE 4310,Departed,IsOperator,False,2025-12-14 15:50:00+00:00,2025-12-14 15:43:00+00:00,A73,FRA,Frankfurt-am-Main,de,Condor,DE,Airbus A321,-7.0,False,15,6,12,1,FRA,7.53932584269663,Narrow-body
LX 2808,Departed,IsOperator,False,2025-12-14 15:45:00+00:00,2025-12-14 15:45:00+00:00,A75,GVA,Geneva,ch,SWISS,LX,Airbus A220-100,0.0,False,15,6,12,1,GVA,7.534985422740525,Narrow-body
LX 1680,Departed,IsOperator,False,2025-12-14 15:55:00+00:00,2025-12-14 15:55:00+00:00,B06,FLR,Firenze,it,SWISS,LX,Embraer 190,0.0,False,15,6,12,1,FLR,6.98936170212766,Regional
WK 220,Departed,IsOperator,False,2025-12-14 15:50:00+00:00,2025-12-14 16:00:00+00:00,A63,SVQ,Seville,es,Edelweiss Air,WK,Airbus A320,10.0,False,15,6,12,1,SVQ,4.479166666666667,Narrow-body
LX 326,Departed,IsOperator,False,2025-12-14 16:00:00+00:00,2025-12-14 16:00:00+00:00,D52,LHR,London,gb,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,LHR,6.634457611668186,Narrow-body
LX 560,Departed,IsOperator,False,2025-12-14 16:00:00+00:00,2025-12-14 16:00:00+00:00,B04,NCE,Nice,fr,SWISS,LX,Airbus A320,0.0,False,16,6,12,1,NCE,5.177177177177177,Narrow-body
LX 432,Departed,IsOperator,False,2025-12-14 16:05:00+00:00,2025-12-14 16:00:00+00:00,D55,LGW,London,gb,SWISS,LX,Airbus A321,-5.0,False,16,6,12,1,LGW,11.219917012448132,Narrow-body
LX 828,Departed,IsOperator,False,2025-12-14 15:50:00+00:00,2025-12-14 16:00:00+00:00,A81,HAJ,Hanover,de,SWISS,LX,Airbus A220-300,10.0,False,15,6,12,1,HAJ,8.979057591623036,Narrow-body
WK 292,Departed,IsOperator,False,2025-12-14 16:05:00+00:00,2025-12-14 16:05:00+00:00,D57,EDI,Edinburgh,gb,Edelweiss Air,WK,Airbus A320,0.0,False,16,6,12,1,EDI,10.41,Narrow-body
LX 1352,Departed,IsOperator,False,2025-12-14 16:00:00+00:00,2025-12-14 16:05:00+00:00,B02,WAW,Warsaw,pl,SWISS,LX,Embraer 195,5.0,False,16,6,12,1,WAW,9.523690773067331,Regional
LX 380,Departed,IsOperator,False,2025-12-14 15:55:00+00:00,2025-12-14 16:05:00+00:00,D41,MAN,Manchester,gb,SWISS,LX,Airbus A320 NEO,10.0,False,15,6,12,1,MAN,10.26530612244898,Narrow-body
LX 2064,Departed,IsOperator,False,2025-12-14 16:00:00+00:00,2025-12-14 16:05:00+00:00,A53,OPO,Porto,pt,SWISS,LX,Embraer 195,5.0,False,16,6,12,1,OPO,13.863888888888889,Regional
LX 1622,Departed,IsOperator,False,2025-12-14 16:10:00+00:00,2025-12-14 16:10:00+00:00,A55,MXP,Milan,it,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,MXP,5.628440366972477,Narrow-body
LX 2146,Departed,IsOperator,False,2025-12-14 15:50:00+00:00,2025-12-14 16:15:00+00:00,B10,VLC,Valencia,es,SWISS,LX,Embraer 195,25.0,False,15,6,12,1,VLC,7.36734693877551,Regional
LX 1956,Departed,IsOperator,False,2025-12-14 16:15:00+00:00,2025-12-14 16:15:00+00:00,A67,BCN,Barcelona,es,SWISS,LX,Airbus A320,0.0,False,16,6,12,1,BCN,9.162921348314606,Narrow-body
LX 424,Departed,IsOperator,False,2025-12-14 16:10:00+00:00,2025-12-14 16:15:00+00:00,D54,BHX,Birmingham,gb,SWISS,LX,Airbus A220-300,5.0,False,16,6,12,1,BHX,6.287234042553192,Narrow-body
LX 18,Departed,IsOperator,False,2025-12-14 16:15:00+00:00,2025-12-14 16:20:00+00:00,E22,EWR,Newark,us,SWISS,LX,Airbus A330,5.0,False,16,6,12,1,EWR,15.626436781609195,Wide-body
CS 630,Departed,IsOperator,False,2025-12-14 16:20:00+00:00,2025-12-14 16:20:00+00:00,D31,SKP,Skopje,mk,Comlux Aruba,CS,Airbus A320,0.0,False,16,6,12,1,SKP,6.76510067114094,Narrow-body
LX 1664,Departed,IsOperator,False,2025-12-14 16:20:00+00:00,2025-12-14 16:20:00+00:00,B03,VCE,Venice,it,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,VCE,4.755725190839694,Narrow-body
LX 2174,Departed,IsOperator,False,2025-12-14 16:20:00+00:00,2025-12-14 16:20:00+00:00,B33,ALC,Alicante,es,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,ALC,9.637795275590552,Narrow-body
LH 2371,Departed,IsOperator,False,2025-12-14 16:10:00+00:00,2025-12-14 16:20:00+00:00,B07,MUC,Munich,de,Lufthansa,LH,Airbus A320 (Sharklets),10.0,False,16,6,12,1,MUC,8.583617747440274,Narrow-body
LX 1418,Departed,IsOperator,False,2025-12-14 16:25:00+00:00,2025-12-14 16:25:00+00:00,D43,BEG,Belgrade,rs,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,BEG,10.236607142857142,Narrow-body
LX 1272,Departed,IsOperator,False,2025-12-14 16:15:00+00:00,2025-12-14 16:25:00+00:00,B09,CPH,Copenhagen,dk,SWISS,LX,Airbus A220-300,10.0,False,16,6,12,1,CPH,6.48469387755102,Narrow-body
LX 850,Departed,IsOperator,False,2025-12-14 16:30:00+00:00,2025-12-14 16:30:00+00:00,A86,BRE,Bremen,de,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,BRE,7.589285714285714,Narrow-body
LX 734,Departed,IsOperator,False,2025-12-14 16:25:00+00:00,2025-12-14 16:30:00+00:00,A57,AMS,Amsterdam,nl,SWISS,LX,Airbus A220-100,5.0,False,16,6,12,1,AMS,11.314754098360655,Narrow-body
LX 982,Departed,IsOperator,False,2025-12-14 16:25:00+00:00,2025-12-14 16:30:00+00:00,B38,BER,Berlin,de,SWISS,LX,Airbus A220-300,5.0,False,16,6,12,1,BER,7.192926045016077,Narrow-body
IU 630,Departed,IsOperator,False,2025-12-14 16:34:00+00:00,2025-12-14 16:34:00+00:00,Unknown,SKP,Skopje,mk,SW Italia,IU,Airbus A320,0.0,False,16,6,12,1,SKP,6.76510067114094,Narrow-body
LX 644,Departed,IsOperator,False,2025-12-14 16:35:00+00:00,2025-12-14 16:35:00+00:00,A52,CDG,Paris,fr,SWISS,LX,BCS1,0.0,False,16,6,12,1,CDG,11.938775510204081,Other
LX 2258,Departed,IsOperator,False,2025-12-14 16:35:00+00:00,2025-12-14 16:35:00+00:00,A54,BUD,Budapest,hu,SWISS,LX,Embraer 195,0.0,False,16,6,12,1,BUD,6.648648648648648,Regional
LX 1488,Departed,IsOperator,False,2025-12-14 16:40:00+00:00,2025-12-14 16:35:00+00:00,A72,PRG,Prague,cz,SWISS,LX,Airbus A320,-5.0,False,16,6,12,1,PRG,8.132432432432433,Narrow-body
LX 52,Departed,IsOperator,False,2025-12-14 16:30:00+00:00,2025-12-14 16:40:00+00:00,E26,BOS,Boston,us,SWISS,LX,Airbus A350-900,10.0,False,16,6,12,1,BOS,14.281818181818181,Wide-body
KM 491,Departed,IsOperator,False,2025-12-14 16:40:00+00:00,2025-12-14 16:40:00+00:00,A82,MLA,Luqa,mt,KM Malta,KM,Airbus A320 NEO,0.0,False,16,6,12,1,MLA,9.49090909090909,Narrow-body
U2 2194,Departed,IsOperator,False,2025-12-14 15:45:00+00:00,2025-12-14 16:40:00+00:00,E58,MAN,Manchester,gb,easyJet,U2,Airbus A320 NEO,55.0,True,15,6,12,1,MAN,10.26530612244898,Narrow-body
LX 1026,Departed,IsOperator,False,2025-12-14 16:40:00+00:00,2025-12-14 16:40:00+00:00,A62,DUS,Düsseldorf,de,SWISS,LX,Airbus A220-300,0.0,False,16,6,12,1,DUS,7.166666666666667,Narrow-body
QS 4345,Departed,IsOperator,False,2025-12-14 16:15:00+00:00,2025-12-14 16:45:00+00:00,B05,PRG,Prague,cz,SmartWings,QS,Boeing 737,30.0,False,16,6,12,1,PRG,8.132432432432433,Narrow-body
OS 142,Departed,IsOperator,False,2025-12-14 16:45:00+00:00,2025-12-14 16:45:00+00:00,A85,VIE,Vienna,at,Austrian,OS,Airbus A320,0.0,False,16,6,12,1,VIE,6.910039113428944,Narrow-body
LX 1732,Departed,IsOperator,False,2025-12-14 16:50:00+00:00,2025-12-14 16:50:00+00:00,A84,FCO,Rome,it,SWISS,LX,Airbus A321,0.0,False,16,6,12,1,FCO,4.507547169811321,Narrow-body
LX 1054,Departed,IsOperator,False,2025-12-14 16:50:00+00:00,2025-12-14 16:55:00+00:00,A64,HAM,Hamburg,de,SWISS,LX,Airbus A320 NEO,5.0,False,16,6,12,1,HAM,6.9766355140186915,Narrow-body
XXC 5,Departed,IsOperator,False,2025-12-14 17:05:00+00:00,2025-12-14 16:55:00+00:00,Unknown,MST,Maastricht,nl,Unknown/Private owner,Unknown,Cessna 525A Citation CJ2,-10.0,False,17,6,12,1,MST,-0.8333333333333334,Other
WK 404,Departed,IsOperator,False,2025-12-14 16:50:00+00:00,2025-12-14 16:55:00+00:00,D39,PRN,Prishtina,ks,Edelweiss Air,WK,Airbus A320,5.0,False,16,6,12,1,PRN,9.268987341772151,Narrow-body
LX 466,Departed,IsOperator,False,2025-12-14 16:55:00+00:00,2025-12-14 16:55:00+00:00,D53,LCY,London,gb,SWISS,LX,Embraer 190,0.0,False,16,6,12,1,LCY,6.680981595092025,Regional
LX 2810,Departed,IsOperator,False,2025-12-14 17:00:00+00:00,2025-12-14 17:00:00+00:00,A71,GVA,Geneva,ch,SWISS,LX,Airbus A320,0.0,False,17,6,12,1,GVA,7.534985422740525,Narrow-body
WK 226,Departed,IsOperator,False,2025-12-14 16:40:00+00:00,2025-12-14 17:00:00+00:00,B35,BIO,Bilbao,es,Edelweiss Air,WK,Airbus A320,20.0,False,16,6,12,1,BIO,13.552631578947368,Narrow-body
KL 1924,Departed,IsOperator,False,2025-12-14 16:30:00+00:00,2025-12-14 17:04:00+00:00,A74,AMS,Amsterdam,nl,KLM,KL,Boeing 737,34.0,False,16,6,12,1,AMS,11.314754098360655,Narrow-body
XXJ 888,Departed,IsOperator,False,2025-12-14 17:00:00+00:00,2025-12-14 17:05:00+00:00,Unknown,MGL,Mönchengladbach,de,Unknown/Private owner,Unknown,Cessna 525 Citation Jet,5.0,False,17,6,12,1,MGL,-2.142857142857143,Other
SN 2734,Departed,IsOperator,False,2025-12-14 16:35:00+00:00,2025-12-14 17:05:00+00:00,A83,BRU,Brussels,be,Brussels,SN,Airbus A319,30.0,False,16,6,12,1,BRU,8.1625,Narrow-body
XXJ 2,Departed,IsOperator,False,2025-12-14 17:05:00+00:00,2025-12-14 17:05:00+00:00,Unknown,LIN,Milan,it,Unknown/Private owner,Unknown,Cessna 560X Citation Excel,0.0,False,17,6,12,1,LIN,-2.630434782608696,Other
EN 8123,Departed,IsOperator,False,2025-12-14 17:05:00+00:00,2025-12-14 17:05:00+00:00,A63,FRA,Frankfurt-am-Main,de,Air Dolomiti,EN,Embraer 190,0.0,False,17,6,12,1,FRA,7.53932584269663,Regional
LH 1197,Departed,Unknown,False,2025-12-14 17:05:00+00:00,2025-12-14 17:05:00+00:00,A63,FRA,Frankfurt-am-Main,de,Lufthansa,LH,Embraer 190,0.0,False,17,6,12,1,FRA,7.53932584269663,Regional
LX 180,Departed,IsOperator,False,2025-12-14 17:00:00+00:00,2025-12-14 17:10:00+00:00,E35,BKK,Bangkok,th,SWISS,LX,Boeing 777,10.0,False,17,6,12,1,BKK,10.163742690058479,Wide-body
U2 4228,Departed,IsOperator,False,2025-12-14 16:50:00+00:00,2025-12-14 17:10:00+00:00,A81,NAP,Nápoli,it,easyJet,U2,Airbus A320 NEO,20.0,False,16,6,12,1,NAP,8.4125,Narrow-body
WK 50,Departed,IsOperator,False,2025-12-14 17:10:00+00:00,2025-12-14 17:10:00+00:00,E19,HKT,Phuket,th,Edelweiss Air,WK,Airbus A340,0.0,False,17,6,12,1,HKT,13.26923076923077,Wide-body
LX 978,Departed,IsOperator,False,2025-12-14 17:20:00+00:00,2025-12-14 17:20:00+00:00,B01,BER,Berlin,de,SWISS,LX,Airbus A220-300,0.0,False,17,6,12,1,BER,7.192926045016077,Narrow-body
LX 338,Departed,IsOperator,False,2025-12-14 17:25:00+00:00,2025-12-14 17:25:00+00:00,E53,LHR,London,gb,SWISS,LX,Airbus A321 NEO,0.0,False,17,6,12,1,LHR,6.634457611668186,Narrow-body
TK 1910,Departed,IsOperator,False,2025-12-14 17:35:00+00:00,2025-12-14 17:35:00+00:00,E23,IST,Istanbul,tr,Turkish,TK,Airbus A330,0.0,False,17,6,12,1,IST,12.96,Wide-body
XXJ 5,Departed,IsOperator,False,2025-12-14 17:30:00+00:00,2025-12-14 17:50:00+00:00,Unknown,PRG,Prague,cz,Unknown/Private owner,Unknown,Cessna 560X Citation Excel,20.0,False,17,6,12,1,PRG,8.132432432432433,Other
LX 1076,Departed,IsOperator,False,2025-12-14 17:50:00+00:00,2025-12-14 17:50:00+00:00,A66,FRA,Frankfurt-am-Main,de,SWISS,LX,Airbus A320,0.0,False,17,6,12,1,FRA,7.53932584269663,Narrow-body
SK 1606,Departed,IsOperator,False,2025-12-14 17:50:00+00:00,2025-12-14 17:50:00+00:00,B43,ARN,Stockholm,se,SAS,SK,Airbus A320,0.0,False,17,6,12,1,ARN,9.477031802120141,Narrow-body
UX 1672,Departed,IsOperator,False,2025-12-14 17:30:00+00:00,2025-12-14 17:55:00+00:00,A67,MAD,Madrid,es,Air Europa,UX,Boeing 737-800,25.0,False,17,6,12,1,MAD,8.555555555555555,Narrow-body
EW 8763,Departed,IsOperator,False,2025-12-14 17:55:00+00:00,2025-12-14 17:55:00+00:00,A86,BER,Berlin,de,Eurowings,EW,Airbus A320 NEO,0.0,False,17,6,12,1,BER,7.192926045016077,Narrow-body
SUA 5R,Departed,IsOperator,False,2025-12-14 17:56:00+00:00,2025-12-14 17:56:00+00:00,Unknown,Unknown,Unknown,Unknown,Silesia Air,Unknown,Cessna 560 Citation Excel,0.0,False,17,6,12,1,Unknown,1.31237721021611,Other
VCJ 50,Departed,IsOperator,False,2025-12-14 18:10:00+00:00,2025-12-14 18:00:00+00:00,Unknown,SZG,Salzburg,at,Unknown/Private owner,Unknown,Cessna 560 Citation Excel,-10.0,False,18,6,12,1,SZG,-3.28125,Other
LX 1110,Departed,IsOperator,False,2025-12-14 18:05:00+00:00,2025-12-14 18:00:00+00:00,B38,MUC,Munich,de,SWISS,LX,Airbus A220-300,-5.0,False,18,6,12,1,MUC,8.583617747440274,Narrow-body
AF 1815,Departed,IsOperator,False,2025-12-14 18:05:00+00:00,2025-12-14 18:00:00+00:00,B41,CDG,Paris,fr,Air France,AF,Airbus A220-300,-5.0,False,18,6,12,1,CDG,11.938775510204081,Narrow-body
SM 2921,Boarding,IsOperator,False,2025-12-14 17:25:00+00:00,2025-12-14 18:05:00+00:00,E56,HRG,Hurghada,eg,Air Cairo,SM,Airbus A320 NEO,40.0,False,17,6,12,1,HRG,13.407284768211921,Narrow-body
BA 719,Departed,IsOperator,False,2025-12-14 17:30:00+00:00,2025-12-14 18:10:00+00:00,E52,LHR,London,gb,British,BA,Airbus A320,40.0,False,17,6,12,1,LHR,6.634457611668186,Narrow-body
KL 1926,Departed,IsOperator,False,2025-12-14 18:10:00+00:00,2025-12-14 18:13:00+00:00,B39,AMS,Amsterdam,nl,KLM,KL,Boeing 737,3.0,False,18,6,12,1,AMS,11.314754098360655,Narrow-body
JFA 35,Departed,IsOperator,False,2025-12-14 18:25:00+00:00,2025-12-14 18:15:00+00:00,Unknown,GVA,Geneva,ch,Jetfly Aviation,Unknown,Pilatus Pc-24,-10.0,False,18,6,12,1,GVA,7.534985422740525,Other
AZ 573,Departed,IsOperator,False,2025-12-14 18:15:00+00:00,2025-12-14 18:20:00+00:00,A85,FCO,Rome,it,ITA,AZ,Airbus A220-100,5.0,False,18,6,12,1,FCO,4.507547169811321,Narrow-body
BA 8768,Departed,IsOperator,False,2025-12-14 18:15:00+00:00,2025-12-14 18:20:00+00:00,E62,LCY,London,gb,British,BA,Embraer 190,5.0,False,18,6,12,1,LCY,6.680981595092025,Regional
BT 294,Departed,IsOperator,False,2025-12-14 18:20:00+00:00,2025-12-14 18:20:00+00:00,A82,RIX,Riga,lv,airBaltic,BT,Airbus A220-300,0.0,False,18,6,12,1,RIX,16.068181818181817,Narrow-body
EW 9767,Departed,IsOperator,False,2025-12-14 18:20:00+00:00,2025-12-14 18:25:00+00:00,A81,DUS,Düsseldorf,de,Eurowings,EW,Airbus A319,5.0,False,18,6,12,1,DUS,7.166666666666667,Narrow-body
A3 853,Departed,IsOperator,False,2025-12-14 18:20:00+00:00,2025-12-14 18:25:00+00:00,A72,ATH,Athens,gr,Aegean,A3,Airbus A320,5.0,False,18,6,12,1,ATH,9.11860465116279,Narrow-body
XXC 800,Departed,IsOperator,False,2025-12-14 18:20:00+00:00,2025-12-14 18:25:00+00:00,Unknown,AGB,Augsburg,de,Unknown/Private owner,Unknown,Raytheon 390 Premier 1,5.0,False,18,6,12,1,AGB,-3.75,Other
OS 144,Departed,IsOperator,False,2025-12-14 18:25:00+00:00,2025-12-14 18:30:00+00:00,A83,VIE,Vienna,at,Austrian,OS,Airbus A320,5.0,False,18,6,12,1,VIE,6.910039113428944,Narrow-body
AY 1514,Departed,IsOperator,False,2025-12-14 18:05:00+00:00,2025-12-14 18:35:00+00:00,A71,HEL,Helsinki,fi,Finnair,AY,Airbus A321,30.0,False,18,6,12,1,HEL,9.212290502793296,Narrow-body
TP 933,Departed,IsOperator,False,2025-12-14 17:00:00+00:00,2025-12-14 18:40:00+00:00,A64,LIS,Lisbon,pt,TAP Air Portugal,TP,Airbus A320,100.0,True,17,6,12,1,LIS,17.059063136456214,Narrow-body
OU 465,Departed,IsOperator,False,2025-12-14 18:55:00+00:00,2025-12-14 18:55:00+00:00,A53,ZAG,Zagreb,hr,Croatia,OU,De Havilland Canada DHC-8-400 Dash 8Q,0.0,False,18,6,12,1,ZAG,9.05056179775281,Regional
LH 1199,Departed,IsOperator,False,2025-12-14 18:50:00+00:00,2025-12-14 19:00:00+00:00,A66,FRA,Frankfurt-am-Main,de,Lufthansa,LH,Airbus A319,10.0,False,18,6,12,1,FRA,7.53932584269663,Narrow-body
IB 632,Departed,IsOperator,False,2025-12-14 18:40:00+00:00,2025-12-14 19:00:00+00:00,B35,MAD,Madrid,es,Iberia,IB,Airbus A321,20.0,False,18,6,12,1,MAD,8.555555555555555,Narrow-body
EI 349,Departed,IsOperator,False,2025-12-14 19:10:00+00:00,2025-12-14 19:10:00+00:00,E58,DUB,Dublin,ie,Aer Lingus,EI,Airbus A320,0.0,False,19,6,12,1,DUB,9.088339222614842,Narrow-body
AAB 42,Departed,IsOperator,False,2025-12-14 19:20:00+00:00,2025-12-14 19:15:00+00:00,Unknown,BRU,Brussels,be,Abelag Aviation,Unknown,Cessna 525 Citation CJ4,-5.0,False,19,6,12,1,BRU,8.1625,Other
LO 410,Departed,IsOperator,False,2025-12-14 18:55:00+00:00,2025-12-14 19:20:00+00:00,A86,WAW,Warsaw,pl,LOT - Polish,LO,Boeing 737 MAX 8,25.0,False,18,6,12,1,WAW,9.523690773067331,Narrow-body
ET 737,Departed,IsOperator,False,2025-12-14 19:15:00+00:00,2025-12-14 19:25:00+00:00,E43,MXP,Milan,it,Ethiopian,ET,Airbus A350,10.0,False,19,6,12,1,MXP,5.628440366972477,Wide-body
EW 7765,Departed,IsOperator,False,2025-12-14 19:15:00+00:00,2025-12-14 19:25:00+00:00,A84,HAM,Hamburg,de,Eurowings,EW,Airbus A319,10.0,False,19,6,12,1,HAM,6.9766355140186915,Narrow-body
LH 2373,Departed,IsOperator,False,2025-12-14 19:25:00+00:00,2025-12-14 19:30:00+00:00,B38,MUC,Munich,de,Lufthansa,LH,Airbus A320 (Sharklets),5.0,False,19,6,12,1,MUC,8.583617747440274,Narrow-body
KE 568,Departed,IsOperator,False,2025-12-14 19:25:00+00:00,2025-12-14 19:35:00+00:00,Unknown,ICN,Seoul,kr,Korean Air,KE,Boeing 777,10.0,False,19,6,12,1,ICN,26.060606060606062,Wide-body
WY 154,Departed,IsOperator,False,2025-12-14 19:35:00+00:00,2025-12-14 19:40:00+00:00,E46,MCT,Muscat,om,Oman Air,WY,Boeing 787-9,5.0,False,19,6,12,1,MCT,12.422413793103448,Wide-body
OV 8026,Departed,Unknown,False,2025-12-14 19:35:00+00:00,2025-12-14 19:40:00+00:00,E46,MCT,Muscat,om,SalamAir,OV,Boeing 787-9,5.0,False,19,6,12,1,MCT,12.422413793103448,Wide-body
JU 335,Departed,IsOperator,False,2025-12-14 19:40:00+00:00,2025-12-14 19:40:00+00:00,E19,BEG,Belgrade,rs,Air Serbia,JU,Airbus A220-300,0.0,False,19,6,12,1,BEG,10.236607142857142,Narrow-body
U2 8470,Departed,IsOperator,False,2025-12-14 19:15:00+00:00,2025-12-14 19:45:00+00:00,E56,LGW,London,gb,easyJet,U2,Airbus A319,30.0,False,19,6,12,1,LGW,11.219917012448132,Narrow-body
LX 736,Departed,IsOperator,False,2025-12-14 19:45:00+00:00,2025-12-14 19:45:00+00:00,A62,AMS,Amsterdam,nl,SWISS,LX,Airbus A320 NEO,0.0,False,19,6,12,1,AMS,11.314754098360655,Narrow-body
AI 152,Departed,IsOperator,False,2025-12-14 19:35:00+00:00,2025-12-14 19:48:00+00:00,E57,DEL,New Delhi,in,Air India,AI,Boeing 787-8,13.0,False,19,6,12,1,DEL,23.496402877697843,Wide-body
OS 146,Departed,IsOperator,False,2025-12-14 19:50:00+00:00,2025-12-14 19:50:00+00:00,A67,VIE,Vienna,at,Austrian,OS,Airbus A320,0.0,False,19,6,12,1,VIE,6.910039113428944,Narrow-body
LX 1254,Departed,IsOperator,False,2025-12-14 19:55:00+00:00,2025-12-14 19:55:00+00:00,B31,ARN,Stockholm,se,SWISS,LX,Airbus A321 NEO,0.0,False,19,6,12,1,ARN,9.477031802120141,Narrow-body
SK 610,Departed,IsOperator,False,2025-12-14 19:25:00+00:00,2025-12-14 19:56:00+00:00,B39,CPH,Copenhagen,dk,SAS,SK,Airbus A321 (Sharklets),31.0,False,19,6,12,1,CPH,6.48469387755102,Narrow-body
EW 769,Departed,IsOperator,False,2025-12-14 20:00:00+00:00,2025-12-14 20:00:00+00:00,A81,CGN,Cologne,de,Eurowings,EW,Airbus A319,0.0,False,20,6,12,1,CGN,5.166666666666667,Narrow-body
LX 962,Departed,IsOperator,False,2025-12-14 19:55:00+00:00,2025-12-14 20:00:00+00:00,A73,BER,Berlin,de,SWISS,LX,Airbus A320,5.0,False,19,6,12,1,BER,7.192926045016077,Narrow-body
LX 1316,Departed,IsOperator,False,2025-12-14 20:05:00+00:00,2025-12-14 20:05:00+00:00,A72,TLL,Tallinn,ee,SWISS,LX,Airbus A220-300,0.0,False,20,6,12,1,TLL,9.746031746031745,Narrow-body
LX 1842,Departed,IsOperator,False,2025-12-14 20:00:00+00:00,2025-12-14 20:05:00+00:00,A75,ATH,Athens,gr,SWISS,LX,Airbus A321 (Sharklets),5.0,False,20,6,12,1,ATH,9.11860465116279,Narrow-body
